context,n_pos,total_pos,n_neg,total_neg
danced,1,16,9,16
1954,1,16,4,16
contestants,1,16,3,16
whitaker,1,16,4,16
1991,1,16,13,16
grandfather,1,16,12,16
consent,1,16,8,16
champions,1,16,11,16
touched,1,16,11,16
views,1,16,11,16
1957,1,16,7,16
lifestyle,1,16,6,16
coroner,1,16,2,16
realm,1,16,8,16
beckham,1,16,8,16
francois,1,16,7,16
federer,1,16,4,16
reserved,1,16,9,16
straw,1,16,10,16
janet,1,16,4,16
semifinal,1,16,6,16
amsterdam,1,16,7,16
cousins,1,16,6,16
housed,1,16,2,16
coincide,1,16,9,16
merit,1,16,9,16
festivities,1,16,8,16
boris,1,16,6,16
spaniard,1,16,6,16
presenting,1,16,10,16
screenplay,1,16,10,16
minneapolis,1,16,3,16
cake,1,16,4,16
flanked,1,16,6,16
praising,1,16,6,16
christine,1,16,0,16
intervened,1,16,7,16
mia,1,16,6,16
rolls,1,16,10,16
acclaimed,1,16,11,16
trilogy,1,16,5,16
rugby,1,16,5,16
rafael,1,16,7,16
fireworks,1,16,7,16
coin,1,16,5,16
servants,1,16,8,16
colonel,1,16,9,16
photographed,1,16,10,16
nominations,1,16,9,16
afterwards,1,16,11,16
discharged,1,16,2,16
innings,1,16,5,16
horseback,1,16,5,16
pictured,1,16,7,16
annan,1,16,6,16
performer,1,16,9,16
travelled,1,16,8,16
columbus,1,16,7,16
spouse,1,16,8,16
briefed,1,16,6,16
congratulated,1,16,7,16
vienna,1,16,5,16
apparent,1,16,12,16
fading,1,16,11,16
naming,1,16,10,16
bangkok,1,16,11,16
wrist,1,16,5,16
dust,1,16,8,16
terminal,1,16,8,16
recipients,1,16,8,16
diane,1,16,7,16
dedication,1,16,7,16
zemin,1,16,2,16
oslo,1,16,2,16
telephoned,1,16,3,16
nobel,1,16,3,16
adultery,1,16,1,16
1971,1,16,12,16
surgery,1,16,12,16
rendition,1,16,7,16
monty,1,16,2,16
undergone,1,16,6,16
montreal,1,16,5,16
psychology,1,16,2,16
rai,1,16,2,16
credentials,1,16,11,16
awkward,1,16,11,16
mourned,1,16,1,16
tournaments,1,16,6,16
vancouver,1,16,7,16
matches,1,16,8,16
literature,1,16,8,16
remarked,1,16,1,16
prominence,1,16,7,16
vip,1,16,3,16
latino,1,16,4,16
maternity,1,16,1,16
styles,1,16,7,16
angela,1,16,8,16
polo,1,16,7,16
gandhi,1,16,4,16
agassi,1,16,4,16
undoubtedly,1,16,6,16
burton,1,16,4,16
organ,1,16,8,16
indication,1,16,11,16
jewelry,1,16,8,16
succeeds,1,16,5,16
sack,1,16,7,16
westwood,1,16,1,16
warmth,1,16,2,16
croatian,1,16,2,16
homosexual,1,16,2,16
mammoth,1,16,3,16
jacques,1,16,7,16
contested,1,16,12,16
prepares,1,16,5,16
contests,1,16,7,16
fury,1,16,3,16
portfolio,1,16,8,16
xi,1,16,2,16
barcelona,1,16,2,16
insulting,1,16,1,16
heartbeat,1,16,1,16
hugely,1,16,4,16
istanbul,1,16,2,16
kathmandu,1,16,2,16
anwar,1,16,2,16
marred,1,16,3,16
interpreted,1,16,5,16
cabin,1,16,7,16
bilateral,1,16,5,16
hayden,1,16,2,16
ioc,1,16,3,16
nicolas,1,16,1,16
showers,1,16,1,16
sentimental,1,16,1,16
munich,1,16,1,16
bowling,1,16,1,16
complications,1,16,7,16
russians,1,16,3,16
lineage,1,16,4,16
gesture,1,16,5,16
ensuring,1,16,8,16
ankara,1,16,1,16
sanctioned,1,16,2,16
inevitable,1,16,7,16
yugoslavia,1,16,1,16
suharto,1,16,2,16
rama,1,16,1,16
haul,1,16,8,16
patten,1,16,1,16
width,1,16,1,16
utter,1,16,1,16
reluctance,1,16,1,16
tatiana,1,16,1,16
desires,1,16,1,16
ivins,1,16,0,16
ringwald,1,16,0,16
shannon,1,16,0,16
millerwise,1,16,0,16
unsinkable,1,16,0,16
beth,1,16,0,16
sweeney,1,16,0,16
hennessy,1,16,0,16
haskell,1,16,0,16
dodd,1,16,0,16
chairwoman,1,16,1,16
malcolm,1,16,1,16
sims,1,16,0,16
mcgee,1,16,0,16
molly,1,16,1,16
bish,1,16,0,16
bloom,1,16,0,16
flogging,1,16,0,16
bingham,1,16,0,16
jong,1,16,1,16
maguire,1,16,1,16
pitcher,1,16,2,16
goldberg,1,16,0,16
haunting,1,16,3,16
treasury,1,16,2,16
ann,1,16,2,16
nash,1,16,1,16
samantha,1,16,0,16
raiser,1,16,1,16
artistic,1,16,1,16
noah,1,16,3,16
donnell,1,16,4,16
emily,1,16,2,16
mccarthy,1,16,3,16
correspondents,1,16,1,16
comedy,1,16,8,16
writers,1,16,5,16
comedian,1,16,4,16
hudson,1,16,4,16
ashley,1,16,4,16
sara,1,16,0,16
chair,1,16,9,16
reynolds,1,16,5,16
reilly,1,16,5,16
walsh,1,16,6,16
daschle,1,16,3,16
live,1,16,12,16
jack,1,16,11,16
bud,1,16,4,16
roy,1,16,11,16
dad,1,16,9,16
psychologist,1,16,6,16
dunn,1,16,3,16
marshall,1,16,7,16
daniels,1,16,7,16
starter,1,16,3,16
stanford,1,16,5,16
myers,1,16,4,16
margo,1,16,1,16
shi,1,16,1,16
playwright,1,16,3,16
laurie,1,16,4,16
shields,1,16,6,16
kevin,1,16,7,16
ron,1,16,9,16
comic,1,16,9,16
christopher,1,16,9,16
maternal,1,16,3,16
matthew,1,16,8,16
max,1,16,9,16
passions,1,16,2,16
abraham,1,16,6,16
observer,1,16,6,16
rescuers,1,16,6,16
brian,1,16,9,16
musicals,1,16,2,16
henry,1,16,9,16
spokesperson,1,16,5,16
saves,1,16,6,16
foods,1,16,7,16
doctors,1,16,7,16
vivica,1,16,1,16
narrator,1,16,1,16
forrest,1,16,3,16
nelson,1,16,9,16
journalism,1,16,3,16
duncan,1,16,2,16
peter,1,16,10,16
meara,1,16,1,16
morrison,1,16,6,16
manny,1,16,1,16
levin,1,16,1,16
mommy,1,16,1,16
cute,1,16,8,16
laughs,1,16,5,16
leash,1,16,5,16
kirk,1,16,3,16
anchor,1,16,9,16
newman,1,16,4,16
newcomers,1,16,4,16
goodbye,1,16,8,16
ford,1,16,7,16
kit,1,16,3,16
alexander,1,16,8,16
libyan,1,16,2,16
true,1,16,13,16
license,1,16,7,16
goodman,1,16,1,16
fate,1,16,10,16
patient,1,16,10,16
indomitable,1,16,2,16
mcconnell,1,16,2,16
swank,1,16,2,16
jerry,1,16,10,16
break,1,16,11,16
arena,1,16,12,16
hood,1,16,9,16
1979,1,16,10,16
paper,1,16,10,16
ruth,1,16,10,16
handed,1,16,12,16
experiences,1,16,7,16
courage,1,16,11,16
sundays,1,16,1,16
likable,1,16,1,16
backpack,1,16,1,16
mystic,1,16,1,16
medical,1,16,10,16
stays,1,16,10,16
childhood,1,16,10,16
adapted,1,16,10,16
entered,1,16,13,16
bring,1,16,13,16
sense,1,16,14,16
bachelor,1,16,3,16
vince,1,16,2,16
witty,1,16,3,16
thoughtful,1,16,1,16
armstrong,1,16,3,16
lamented,1,16,1,16
olympics,1,16,6,16
hanged,1,16,1,16
newcomer,1,16,5,16
lily,1,16,6,16
limbaugh,1,16,1,16
conn,1,16,5,16
penn,1,16,3,16
brad,1,16,4,16
philadelphia,1,16,4,16
clarke,1,16,3,16
shower,1,16,7,16
assets,1,16,7,16
emmy,1,16,1,16
morris,1,16,7,16
eugene,1,16,7,16
democrats,1,16,7,16
respectively,1,16,8,16
famously,1,16,9,16
scandal,1,16,9,16
pennsylvania,1,16,7,16
griffin,1,16,5,16
contender,1,16,6,16
wright,1,16,10,16
loser,1,16,8,16
cleveland,1,16,3,16
shane,1,16,2,16
alan,1,16,7,16
aisle,1,16,2,16
onstage,1,16,3,16
neal,1,16,6,16
daddy,1,16,9,16
medicine,1,16,10,16
retiring,1,16,7,16
nongovernmental,1,16,1,16
grabs,1,16,8,16
condemned,1,16,9,16
rodriguez,1,16,10,16
vision,1,16,10,16
willis,1,16,2,16
agrees,1,16,9,16
donald,1,16,4,16
critically,1,16,8,16
excitement,1,16,11,16
jimmy,1,16,10,16
jokes,1,16,12,16
sponsor,1,16,6,16
iconic,1,16,9,16
credits,1,16,10,16
phoenix,1,16,12,16
wealthy,1,16,11,16
cliff,1,16,11,16
entrepreneur,1,16,6,16
laila,1,16,1,16
shattuck,1,16,1,16
crib,1,16,1,16
aide,1,16,12,16
enthusiastic,1,16,12,16
licensed,1,16,2,16
ribs,1,16,9,16
walks,1,16,11,16
casey,1,16,4,16
usa,1,16,13,16
packed,1,16,12,16
articulate,1,16,1,16
gregarious,1,16,1,16
bennet,1,16,1,16
stroller,1,16,1,16
ngo,1,16,1,16
parcells,1,16,1,16
cutoff,1,16,1,16
detainees,1,16,1,16
harrington,1,16,1,16
announcers,1,16,2,16
dimensions,1,16,1,16
vigorously,1,16,0,16
stain,1,16,1,16
affront,1,16,1,16
costner,1,16,1,16
contradictions,1,16,1,16
overweight,1,16,2,16
amber,1,16,1,16
hicks,1,16,0,16
steered,1,16,2,16
weber,1,16,1,16
detention,1,16,2,16
portland,1,16,2,16
190,1,16,1,16
orbit,1,16,2,16
allege,1,16,2,16
gravely,1,16,2,16
robe,1,16,7,16
guinness,1,16,2,16
distraught,1,16,1,16
relieved,1,16,2,16
renew,1,16,2,16
911,1,16,1,16
crusade,1,16,1,16
everett,1,16,1,16
moscow,1,16,8,16
strangers,1,16,2,16
tapped,1,16,7,16
lott,1,16,1,16
luggage,1,16,1,16
ranger,1,16,1,16
rooney,1,16,2,16
orphaned,1,16,2,16
overly,1,16,2,16
stared,1,16,2,16
jefferson,1,16,1,16
uncommon,1,16,2,16
hunger,1,16,3,16
dire,1,16,1,16
benny,1,16,2,16
dimensional,1,16,1,16
qualities,1,16,8,16
turtles,1,16,1,16
subjected,1,16,1,16
engaging,1,16,3,16
elementary,1,16,2,16
teddy,1,16,4,16
adrian,1,16,3,16
delegates,1,16,3,16
thriving,1,16,2,16
secretly,1,16,4,16
sided,1,16,3,16
chained,1,16,2,16
marty,1,16,3,16
burden,1,16,3,16
bryan,1,16,2,16
guru,1,16,2,16
levy,1,16,2,16
palmer,1,16,2,16
fronts,1,16,3,16
brash,1,16,2,16
earnest,1,16,1,16
lengthy,1,16,3,16
tally,1,16,10,16
diminished,1,16,1,16
wu,1,16,3,16
irony,1,16,4,16
hid,1,16,1,16
revive,1,16,3,16
fascinated,1,16,1,16
sake,1,16,5,16
finishes,1,16,1,16
manner,1,16,10,16
successes,1,16,4,16
bags,1,16,10,16
compelling,1,16,9,16
breath,1,16,10,16
assistance,1,16,9,16
athletic,1,16,3,16
barber,1,16,2,16
bail,1,16,2,16
advises,1,16,10,16
tennessee,1,16,10,16
realistic,1,16,1,16
gap,1,16,11,16
talents,1,16,8,16
shine,1,16,4,16
pierce,1,16,2,16
complicated,1,16,2,16
lincoln,1,16,2,16
draft,1,16,6,16
classes,1,16,3,16
ghost,1,16,1,16
ethical,1,16,2,16
filly,1,16,0,16
olindo,1,16,0,16
winningham,1,16,0,16
baia,1,16,0,16
turf,1,16,0,16
satu,1,16,0,16
nostrum,1,16,0,16
zenyatta,1,16,0,16
fermented,1,16,0,16
weston,1,16,0,16
breeders,1,16,4,16
stallion,1,16,1,16
foal,1,16,1,16
kicker,1,16,0,16
chestnut,1,16,1,16
horse,1,16,7,16
thoroughbred,1,16,1,16
colt,1,16,2,16
slew,1,16,3,16
trained,1,16,6,16
estonia,1,16,2,16
race,1,16,10,16
champion,1,16,11,16
arabian,1,16,4,16
won,1,16,15,16
jockey,1,16,8,16
syndrome,1,16,8,16
racing,1,16,6,16
win,1,16,13,16
resort,1,16,6,16
gold,1,16,9,16
favorite,1,16,14,16
kentucky,1,16,5,16
39,1,16,9,16
successor,1,16,7,16
280,1,16,4,16
nfl,1,16,7,16
col,1,16,2,16
cigar,1,16,3,16
bet,1,16,8,16
vincent,1,16,10,16
owners,1,16,11,16
treasure,1,16,10,16
melbourne,1,16,6,16
pond,1,16,5,16
sprinter,1,16,2,16
softly,1,16,3,16
trot,1,16,1,16
drinking,1,16,9,16
victories,1,16,10,16
secretariat,1,16,4,16
streak,1,16,1,16
recovered,1,16,8,16
ladies,1,16,8,16
hancock,1,16,3,16
termed,1,16,1,16
navy,1,16,8,16
invitational,1,16,1,16
concerto,1,16,1,16
berlusconi,1,16,1,16
bucking,1,16,1,16
fantastic,1,16,10,16
shootout,1,16,1,16
dominated,1,16,12,16
daily,1,16,14,16
fathered,1,16,2,16
prix,1,16,1,16
robbery,1,16,1,16
glen,1,16,4,16
fighter,1,16,7,16
exploits,1,16,2,16
weld,1,16,1,16
andre,1,16,6,16
finnish,1,16,3,16
villagers,1,16,9,16
improved,1,16,9,16
stable,1,16,9,16
matchup,1,16,3,16
tossing,1,16,8,16
capturing,1,16,3,16
millionaire,1,16,5,16
misses,1,16,4,16
theatrical,1,16,6,16
thrill,1,16,0,16
cox,1,16,7,16
mel,1,16,8,16
trains,1,16,1,16
bahamas,1,16,1,16
earn,1,16,9,16
hawk,1,16,2,16
seasons,1,16,8,16
towering,1,16,2,16
imposing,1,16,8,16
points,1,16,9,16
wells,1,16,8,16
stillborn,1,16,1,16
performing,1,16,12,16
valentino,1,16,1,16
abort,1,16,1,16
bradshaw,1,16,1,16
throats,1,16,1,16
montenegro,1,16,1,16
pregame,1,16,1,16
nicklaus,1,16,1,16
harmon,1,16,1,16
urgent,1,16,2,16
wiry,1,16,1,16
sheik,1,16,2,16
duel,1,16,2,16
tanzania,1,16,2,16
taming,1,16,2,16
vaccine,1,16,1,16
burmese,1,16,1,16
devout,1,16,1,16
patriot,1,16,1,16
coaching,1,16,1,16
spurs,1,16,3,16
roma,1,16,1,16
corey,1,16,0,16
chile,1,16,3,16
narrowly,1,16,7,16
weaver,1,16,4,16
burnt,1,16,2,16
buddhist,1,16,4,16
torre,1,16,2,16
communication,1,16,1,16
fined,1,16,9,16
locker,1,16,1,16
retirees,1,16,1,16
nick,1,16,9,16
triumphs,1,16,2,16
inclusion,1,16,2,16
hungary,1,16,6,16
fanfare,1,16,2,16
dubai,1,16,7,16
obstacles,1,16,2,16
albeit,1,16,4,16
ransom,1,16,2,16
sore,1,16,3,16
patriots,1,16,1,16
ammunition,1,16,0,16
starters,1,16,10,16
demon,1,16,4,16
exceptional,1,16,7,16
denies,1,16,4,16
johannesburg,1,16,7,16
filmmaker,1,16,3,16
pale,1,16,10,16
centered,1,16,9,16
bases,1,16,2,16
opted,1,16,4,16
oryx,1,16,0,16
nala,1,16,1,16
lions,1,16,3,16
kenya,1,16,0,16
enclosure,1,16,2,16
antelope,1,16,2,16
mauling,1,16,1,16
leopard,1,16,4,16
mane,1,16,1,16
crouching,1,16,1,16
circus,1,16,3,16
pride,1,16,3,16
paws,1,16,1,16
roar,1,16,2,16
marta,1,16,1,16
ferocious,1,16,1,16
hunting,1,16,8,16
shot,1,16,11,16
antibodies,1,16,2,16
simba,1,16,1,16
pickups,1,16,1,16
kenyan,1,16,3,16
cairo,1,16,2,16
snyder,1,16,1,16
kangaroo,1,16,2,16
wrestled,1,16,2,16
rhinoceros,1,16,3,16
pelosi,1,16,3,16
bangladeshi,1,16,2,16
walt,1,16,3,16
fortunate,1,16,1,16
adoption,1,16,2,16
puppet,1,16,5,16
attacker,1,16,2,16
argentine,1,16,6,16
supports,1,16,5,16
thrown,1,16,5,16
boar,1,16,5,16
deserves,1,16,4,16
witnessed,1,16,4,16
closest,1,16,5,16
hunts,1,16,3,16
attacking,1,16,8,16
clubs,1,16,5,16
pair,1,16,8,16
struggling,1,16,7,16
hunters,1,16,7,16
knowing,1,16,6,16
wounded,1,16,7,16
russian,1,16,8,16
disney,1,16,7,16
dying,1,16,5,16
cats,1,16,6,16
reluctant,1,16,6,16
stepped,1,16,7,16
temple,1,16,6,16
entertainment,1,16,8,16
charging,1,16,7,16
definitely,1,16,7,16
unsuccessfully,1,16,6,16
securing,1,16,1,16
fights,1,16,8,16
bush,1,16,8,16
pull,1,16,7,16
mask,1,16,5,16
pictures,1,16,7,16
dragon,1,16,6,16
dreams,1,16,9,16
grand,1,16,9,16
upcoming,1,16,9,16
scott,1,16,7,16
ball,1,16,8,16
station,1,16,5,16
history,1,16,11,16
aging,1,16,11,16
trail,1,16,10,16
food,1,16,8,16
instead,1,16,12,16
everybody,1,16,9,16
breaking,1,16,9,16
bear,1,16,10,16
became,1,16,11,16
